name,openalex_id,works_count,cited_by_count,last_known_institution
Kitrawee Jiraratsatit,A5091024659,3,22,Thammasat University
สมเกียรติ เชวงกิจวณิช,A5091120586,3,0,Thammasat University
Warisra Watcharaporn,A5091164865,3,15,Thammasat University
Chatdanai Kaorapapong,A5091194575,3,3,Thammasat University
Saowanee Saechai,A5091305385,3,14,Thammasat University
Ploy Assavajamroon,A5091366610,3,4,Thammasat University
Wariyaporn Tieocharoen,A5091902465,3,17,Thammasat University
Jongchai Jaitrong,A5092058163,3,8,Thammasat University
Juthamas Hannarong,A5092070035,3,0,Thammasat University
Ausaina Niyomdecha,A5092098023,3,23,Thammasat University
Siri-on Umarin,A5092157096,3,0,Japan Advanced Institute of Science and Technology
Kamolwan Fairee Jocuns,A5092414892,3,5,Thammasat University
Manta Korakot,A5092443586,3,4,Chulalongkorn University
Watchara Suphap,A5092537239,3,5,Thammasat University
Rujira Phumma,A5092543104,3,9,Thammasat University
James Tisyakorn,A5092624216,3,3,Thammasat University
Parath Wongaree,A5092666009,3,1,Thammasat University
Pakornrum Tulaphon,A5092728779,3,10,Thammasat University
Parina Tantitumrongwut,A5092728780,3,10,Thammasat University
Thunnoparut Ditkanaruxkul,A5092728781,3,10,Thammasat University
Yunusa Hamdanu Sani,A5092775802,3,18,Thammasat University
Wongsakorn Phatthanamas,A5092801071,3,9,Thammasat University
Pondpimon Nuanphuen,A5092901816,3,2,Rangsit University
Natchanon Jirasitthanit,A5092910981,3,1,Thammasat University
Prasal Soeurn,A5092940496,3,6,Thammasat University
Praewa Promdontree,A5093070293,3,15,Thammasat University
Seehhazzakd Rojanaatichartasakul,A5093080277,3,0,Thammasat University
Ekamorn Iamsirirak,A5093080281,3,2,Thammasat University
Titirut Rungkaew,A5093080290,3,12,Thammasat University
Piyaradtana Homyok,A5093204095,3,3,Suranaree University of Technology
Chadaporn Setthanurakkul,A5093223228,3,5,Thammasat University
Panthakarn Yampuen,A5093223229,3,5,Thammasat University
Paphawarin Terachinda,A5093223230,3,5,Thammasat University
Titima Deebunjerd,A5093223231,3,5,Thammasat University
Jiratchaya Tachapiriyakun,A5093223232,3,5,Thammasat University
Thapakorn Pantarak,A5093244784,3,0,Thammasat University
Phanawan Imorachorn,A5093315484,3,9,Thammasat University
Wararat Tavonudomgit,A5093346195,3,8,Thammasat University
Prapasiri Ongrak,A5093348392,3,11,Thammasat University
Piriyapong Wongras,A5093379032,3,59,Thammasat University
Kulwadee Ponanunrirk,A5093380609,3,2,Thammasat University
Pongpop Sukanunta,A5093381082,3,0,National Astronomical Research Institute of Thailand
Charnchai Jongtaweesathapon,A5093384518,3,0,Thammasat University
Rungpilin Jittalerk,A5093426609,3,8,Thammasat University
Aeint Shune Thar,A5093528206,3,2,Thammasat University
Phoochit Witchutanon,A5093528212,3,0,Hodges University
Warin Namkotr,A5093580201,3,2,Thammasat University
Ranju Kumari Shiwakoti,A5093582558,3,14,Thammasat University
Patnaree Wongmanit,A5093637683,3,4,Thammasat University
Puthisovathat Prum,A5093646172,3,12,Thammasat University
Lalita Charoensup,A5093698791,3,11,Thammasat University
Supapit Rawisod,A5093843274,3,0,Thammasat University
Pavasut Leedasawat,A5093892636,3,0,Thammasat University
Adiluck Pisutpunya,A5093985963,3,1,Thammasat University
Putch Phairintr,A5093985964,3,1,Thammasat University
Sunicha Jiraboonsri,A5094045672,3,1,Thammasat University
J. A. Ajani Lakmini Jayarathna,A5094050461,3,16,Thammasat University
Anant Utchin,A5094111283,3,0,Thammasat University
Kopchai Poomparnich,A5094236421,3,3,Thammasat University
Nanthayod Termkoh,A5094304360,3,1,Thammasat University
Halla f,A5094513925,3,0,Seoul National University
Natsinee Sermsinsathong,A5095042436,3,6,Thammasat University
Tong Chee,A5095541940,3,0,Thammasat University
Siriporn Sriaram,A5095616421,3,8,Swedish International Development Cooperation Agency
Esther Thongaram,A5095889199,3,3,Thammasat University
Chutinan Chueachavalit,A5097026691,3,16,Thammasat University
Poomipark Natwadee,A5097272238,3,10,Thammasat University
Damrianant Somchit,A5098018707,3,6,Thammasat University
Sakkayawong Niramol,A5098018709,3,6,Thammasat University
Deelai Supavadee,A5098094830,3,6,Thammasat University
Wichai Sutthitham,A5098316017,3,3,Thammasat University
Sakulku Jaruwan,A5098640132,3,3,Thammasat University
Nuengruethai Srikan,A5098715759,3,2,Thammasat University
Supakorn Boonyuen,A5098756012,3,17,Thammasat University
Yosef Budiman,A5098907626,3,0,Yogyakarta State University
Norinee Arlee,A5098967217,3,2,Pathumthani University
Patsiri Srivieng,A5099015305,3,0,Thammasat University
Rinradee Lenavat,A5099089356,3,3,Thammasat University
Kritti Tirakitpanich,A5099161995,3,1,Thammasat University Hospital
Chiramet Phinkrathok,A5099165471,3,3,Thammasat University
Atiwut Kamudhamas,A5100500076,3,2,Thammasat University Hospital
Shweta Sinha,A5101186344,3,17,Indian Agricultural Research Institute
Jen Hwang,A5102343182,3,0,Thammasat University
Subarna Prasad Ghimire,A5102407650,3,0,Agriculture and Forestry University
Thu Lam,A5102436745,3,0,Le Quy Don Technical University
Ahmed A. Abbas,A5102828542,3,55,Thammasat University
Akramul Haque,A5104152742,3,7,Dhaka University of Engineering & Technology
Piriya Suwondit,A5104531616,3,0,Thammasat University
Siwaporn Khemphet,A5104578626,3,12,Sensors (United States)
Nitithorn Kumsri,A5104646877,3,6,Thammasat University
Jayanton Patumanond,A5105836782,3,119,Thammasat University
Pirapath Arkasalerks,A5106109622,3,5,Japan Advanced Institute of Science and Technology
Tikumporn Wankvar,A5106251241,3,0,Thammasat University
Kyaw Maung Maung Thwin,A5106251289,3,4,Thammasat University
Wichapol Chanchiewvichai,A5106347192,3,3,Thammasat University
Supaporn Santhan,A5106401229,3,9,Thammasat University
Thipsuda Banyam,A5106914055,3,1,Thammasat University
Kulaya Jantadej,A5107017582,3,7,Thammasat University
Pichita Prasongvei,A5107456928,3,0,Thammasat University
Panicha Phetprapasri,A5107612758,3,0,Thammasat University
Su Thandar Hlaing,A5108842301,3,1,Thammasat University
Narongsuk Chaichit,A5109119845,3,14,Thammasat University
Manju Pant,A5109448557,3,20,National Brain Research Centre
Sira Nantapisal,A5109514217,3,5,Thammasat University
Sumeth Anantasate,A5110242151,3,2,Thammasat University
Chayarat Tantanasarit,A5110298275,3,110,Thammasat University
Caroline Black,A5110411340,3,38,Thammasat University
Marijke van Putten,A5110488969,3,13,Thammasat University
Thuy Bich Thi Nguyen,A5110567684,3,94,Thammasat University
Chen-Mei Li,A5110986750,3,2,Tottori University
Noel Pabalan,A5111993501,3,9,"Ministry of the Environment, Conservation and Parks"
Sittisak Rodtook,A5112791181,3,4,Thammasat University
Dang Van,A5113040357,3,0,Le Quy Don Technical University
Wanrudee Lohitvisate,A5113159230,3,3,Thammasat University
Maria Theresa Marlyn B Ballesteros,A5113211528,3,0,Thammasat University
Renhua Na,A5113835346,3,3,Thammasat University
Chan Kwok,A5114045045,3,0,The University of Sydney
Shabbir Ali Talpur,A5114156557,3,18,Thammasat University
Anuwat Budda,A5114281950,3,1,Thammasat University
Vuthea Min,A5114351901,3,7,Hodges University
Kornkamon Rattanapan,A5114394194,3,3,Thammasat University
Runtikan Pochairach,A5114690084,3,0,Thammasat University
Tanaporn Choychimplee,A5114924737,3,0,Thammasat University
Piyapat Owat,A5114979867,3,1,Thammasat University
Yosita Kasemnitichok,A5115438508,3,0,Thammasat University
P. Boonyarattanasoontorn,A5115513973,3,0,Thammasat University
K. Patchimnan,A5115514117,3,2,Thammasat University
Kun Kerdthaisong,A5115525230,3,1,Thammasat University
Napaporn Kareeklin,A5115541776,3,1,Thammasat University
Dung Hoang,A5115594709,3,0,Thammasat University
Sukanlaya Kornnum,A5116105576,3,4,Thammasat University
Suphanan Puengtanom,A5116221685,3,0,Thammasat University
Weeraboon Wisartsakul,A5116428175,3,3,Thammasat University
Natchayaporn Thonapan,A5116760546,3,2,Thammasat University
Lucksanaporn Mahawong,A5117444572,3,3,Thammasat University
Ekasit Nunbhakdi,A5117531410,3,0,Thammasat University
Nataphon Meeboonanake,A5117618010,3,0,Thammasat University
Ekapong Kachai,A5118683713,3,0,Thammasat University
Nutsuda Suksa-nga,A5119240510,3,0,Thammasat University
Suthida Chansanguan,A5119736464,3,0,Thammasat University
Sirakan Seepim,A5119807383,3,0,Thammasat University
Somchart Fugkeaw,A5121045824,3,0,Thammasat University
Chawalit Jeenanunta,A5122889536,3,0,Thammasat University
Nichaphat Permtongin,A5000353176,2,0,Thammasat University
Thananchai Leephakpreeda,A5000443357,2,4,Thammasat University
Veerapat Sirisopikun,A5000658693,2,0,Maharat Nakhon Ratchasima Hospital
Puli Fuwongcharoen,A5000715915,2,5,Thammasat University
Suwanna Maenpuen,A5000781123,2,1,Hodges University
Kulnaree Sueroj,A5000944407,2,4,University of York
Chatphorn Rueangthong,A5000993051,2,0,Thammasat University
Manop Suttiprapha,A5001057313,2,0,Thammasat University
Chainat Wongtapan,A5001085205,2,32,Payap University
M. L. Pinitbhand Paribatra,A5001108550,2,11,Thammasat University
Suchitra Sawangnual,A5001147214,2,12,Thammasat University
Arpakorn Kunawudhi,A5001424406,2,1,Thammasat University
Chaivet Ruetiwarangkoon,A5001453487,2,25,Thammasat University
Puripat Thongkam,A5001474932,2,1,Thammasat University
Suchaya Unsakul,A5001563096,2,17,Thammasat University
Jidapa Ungwanitban,A5001596796,2,1,Thammasat University
Rinlapat Chanonsirivorakul,A5001606742,2,8,Thammasat University
Ekarat Faedsura,A5001614032,2,15,Thammasat University
Apinya Kochamat,A5001725531,2,7,Mahasarakham University
Dana Blouin,A5001734189,2,2,Thammasat University
Phirun Hou,A5001876063,2,0,Thammasat University
Benyaphorn Paopongchuang,A5002030512,2,3,Thammasat University
Thanakorn Surarak,A5002050236,2,26,Thammasat University
Warangkana Pongsatornpipat,A5002126351,2,8,Thammasat University
Reena Manandhar,A5002259540,2,2,Hodges University
S. Khaengthanyakan,A5002316155,2,10,Thammasat University
Wipada Laichuthai,A5002482647,2,11,Thammasat University
Kamin Atsavasirilert,A5002483720,2,22,Thammasat University
Keith Mukondwa,A5002546950,2,84,Thammasat University
Tarnyamas Kaewsanit,A5002651259,2,9,Thammasat University Hospital
พรทิพย์ ไชยรัตน์,A5002654132,2,0,Thammasat University
Siriwarin Petcharat,A5002702789,2,53,Thammasat University
Sirirat Ananviriyaporn,A5002800641,2,1,Thammasat University
Melati Sari Dewi,A5002932933,2,11,Thammasat University
Nattaya Rungcharoenporn,A5003370720,2,23,Naresuan University Hospital
Plaifah Laimek,A5003398956,2,0,Thammasat University
จิราพร โชติเธียระวงศ์,A5003448251,2,0,Thammasat University
Duangnate Pipatsitipong,A5003883440,2,21,Thammasat University
Chanchai Tangruenrat,A5003923802,2,11,Thammasat University
N. Balla,A5004233897,2,0,Thammasat University
อุดมลักษณ์ ฮุ่นตระกูล,A5004271913,2,0,Rajamangala University of Technology Suvarnabhumi
Thawanrat Saelim,A5004315074,2,3,Thammasat University
Akekaluck Hemtanon,A5004390740,2,0,Thammasat University
Chatchanan Varojpipath,A5004555118,2,2,Imperial College London
Phawadol Chingthongkham,A5004609487,2,11,Thammasat University
Yauwaluk Suthamporn,A5004672792,2,7,Thammasat University
Kotchakorn Tiemtud,A5004854833,2,3,Thammasat University
Rungrawee Kornsawai,A5005527449,2,3,Thammasat University
Pasinee Apisakmontri,A5005772640,2,11,Thammasat University
Kasira Kritsuttsikun,A5005784343,2,1,Thammasat University
Ratthamontree Burimas,A5005849480,2,4,Thammasat University
Phutlada Onarun,A5005928683,2,7,Thammasat University
Phat Jotikabukkana,A5006144777,2,17,Thammasat University
Supansa Tappreang,A5006247078,2,7,Thammasat University
Apiwat Henpraserttae,A5006384000,2,141,Thammasat University
Chatbadin Thongchuam,A5006434746,2,11,Mahidol University
Pailin Suntigul,A5006503382,2,0,Thammasat University
Yada Atanan,A5006564646,2,0,Thammasat University
W. Ruengkitpinyo,A5006622125,2,29,Thammasat University
Sasathorn Taeudomkul,A5006841330,2,1,Thammasat University
ลักษณา โตวิวัฒน์,A5006886068,2,0,Thammasat University
N. Phutanon,A5006988507,2,68,Thammasat University
Pannipa Rintara,A5007057134,2,2,Thammasat University
Wiphu Chaonoi,A5007196858,2,10,Thammasat University
Thanida Saengchatri,A5007206104,2,8,Thammasat University
Piraya Akaravinek,A5007314381,2,2,Bangkok Hospital
Nichapat Kongwanarat,A5007315393,2,2,Thammasat University
Titikarn Assatarakul,A5007340224,2,42,Thammasat University
Theinchai Pasurakul,A5007355435,2,0,Thammasat University
Komgrit Jaksukam,A5007482414,2,1,King Mongkut's Institute of Technology Ladkrabang
กัมพล อินทรนุช,A5007525074,2,0,Thammasat University
Theeranuch Saensuk,A5007533207,2,80,Thammasat University
Thanapat Leelertkij,A5007752368,2,13,Thammasat University
Jirarat Srisatjang,A5007830948,2,11,Thammasat University
Natcha Manasilp,A5008037685,2,2,Thammasat University
Sunanta Wannasin Bell,A5008103219,2,0,Thammasat University
Minh Ho Ngoc,A5008199123,2,10,Thammasat University
Prinyamai Jidrada,A5008242547,2,13,Thammasat University
Kavin Yongvanit,A5008317157,2,0,Thammasat University
Pimradasiri Srijiwangsa,A5008372376,2,48,Thammasat University
Darshil Bagadia,A5008375392,2,5,Thammasat University
Pattama Boonchuaylua,A5008507798,2,1,Thammasat University
Nitchanan Achararit,A5008569831,2,1,Thammasat University Hospital
Apichat Chaweewanchon,A5008570696,2,61,Thammasat University
Wutthipong Kongburan,A5008651327,2,4,Thammasat University
Sawiya Kiatpapan,A5008740625,2,15,Thammasat University
Peeradorn Kaewlai,A5008855054,2,4,Thammasat University
Thanapat Dechasasawat,A5008895327,2,8,Thammasat University
Kwankamol Lavanrattanakul,A5008952712,2,77,Thammasat University
Jeerawan Chankiew,A5008976571,2,0,Thammasat University
Piyasuda Pangsapa,A5008986187,2,20,Thammasat University
Kharikarn Auksornchat,A5009091074,2,8,Thammasat University
Akarawit Sapsangthong,A5009149692,2,1,Thammasat University
Sarunya Sivapornpan,A5009212710,2,6,Thammasat University
Supitcha Mamuangbon,A5009249728,2,0,Thammasat University
Sakultala Uttama,A5009593559,2,6,Thammasat University
U Tasanor,A5009635120,2,49,Thammasat University
Niraporn Pornsiri,A5009643553,2,11,Thammasat University
Nareekarn Meebua,A5009827380,2,0,Thammasat University
Pracha Koonnathamdee,A5010061263,2,9,Thammasat University
Chinda Chandrkaew,A5010339995,2,0,Thammasat University
Artitiya Thiengsusuk,A5010424741,2,24,Thammasat University
Pimchanok Puksisuwan,A5010458753,2,5,Thammasat University
Kamolchanok Chomjinda,A5011241061,2,1,Khon Kaen University
Sumon Kunwongse,A5011241936,2,10,Thammasat University
Noppadon Suttirak,A5011393268,2,12,Thammasat University
Sakonthawat Inban,A5011525715,2,23,Thammasat University
N. Ruangpayoongsak,A5011640377,2,41,Thammasat University
Wongsorn Apisith,A5011674291,2,2,Thammasat University
Natthapol Saragol,A5011684275,2,17,Thammasat University
Thanapa Hareerak,A5011877666,2,2,Thammasat University Hospital
Rigzin Lhamo,A5011965046,2,7,Thammasat University
Sweta Dwivedi,A5011979251,2,2,Thammasat University
Kamphon Saeng-iam,A5012015282,2,1,Lampang Rajabhat University
Prasart Laotavorn,A5012040434,2,3,Thammasat University
Ruchirat Kaewkumpai,A5012095594,2,11,Thammasat University
Phataraporn RUNGKIATNAWIN,A5012228620,2,8,Thammasat University
Matthew Miklas,A5012245497,2,0,Thammasat University
Malinee Kaewnetr Kaewnetr,A5012319544,2,0,Thammasat University
Torpong Kittiyanupong,A5012483074,2,1,Thammasat University
Monta Malaithong,A5012670065,2,70,Thammasat University
Tawinan Noichawee,A5012679034,2,4,Thammasat University
Wareepat Tiyabhorn,A5012771672,2,28,Chulabhorn Graduate Institute
Araya Chaemchan,A5012826961,2,7,Thammasat University
Yanyong Mongkolsin,A5013248650,2,6,Thammasat University
Mark Shu Xun Heng,A5013332384,2,3,HUN-REN Centre for Economic and Regional Studies
Worakit Suankramdee,A5013379584,2,18,Thammasat University
Y Posada Franco,A5013605680,2,1,Andalusian Health Service
Pornpatr Likittanasombut,A5013668673,2,29,Thammasat University
Rachinan Pongchompoo,A5014026428,2,5,Thammasat University
Chinchet Boonmalert,A5014124030,2,0,Thammasat University
Pichaya Prasertsung,A5014253310,2,14,Thammasat University
Hengchhorn Phai,A5014315571,2,10,Thammasat University
Nunthawat Lhasiw,A5014334056,2,8,Thammasat University
Sukanda Sa-Ngaphan,A5014538822,2,0,Thammasat University
Patinya Haewpetch,A5014583320,2,11,Thammasat University
Tanakorn Chaichana,A5014629046,2,2,Thammasat University
วรางคณา สมพงษ์,A5014692797,2,0,Thammasat University
Wetu Vexo,A5014708348,2,1,Thammasat University
Khanothai Channarong,A5014776773,2,3,Thammasat University
Isaree Jiratthiticheep,A5014783962,2,13,Thammasat University
Thanita Buranatrakul,A5014929428,2,49,Thammasat University
ธงชัย ลีลายุทธชัย,A5014967548,2,0,Thammasat University
Pradeep R. Jayatilaka,A5015181056,2,6,Thammasat University
Nondh Nuchmorn,A5015189922,2,5,Thammasat University
P. Limsakul,A5015585186,2,24,Thammasat University
Chalida Joongpan,A5015602321,2,6,Thammasat University
Phahol Sarojvisut,A5015639374,2,3,Thammasat University
Kasidid Prompoh,A5015748084,2,14,Thammasat University
Chontida Auikool,A5015839301,2,4,Thammasat University
Nida Wright,A5015923098,2,4,Thammasat University
Rattiya Wijarajak,A5015961042,2,0,Thammasat University
Preechaya Chavalittumrong,A5016110720,2,15,Thammasat University
Wichai Treethidtaphat,A5016351314,2,40,National Electronics and Computer Technology Center
R. Yusoh,A5016357344,2,44,Thammasat University
Ananda Garin Mills,A5016429714,2,4,National Science and Technology Development Agency
Suchada Naknarin,A5016442091,2,5,Thammasat University
